日期,班次,周次,星期,产线编码,产线名称,产品编码,产品名称,班组编码,班组名称,标准产能,班次计划量,累计完成量,产能利用率,是否换产,状态
2025-10-22,中班,4,Wednesday,030203,包装3号线,MT0050010014,飞天43%vol 500ml贵州茅台酒（带杯）（1×6）,pack07,包装7班,35000,35000,280000,100.00%,否,正常生产
2025-10-22,中班,4,Wednesday,030204,包装4号线,MT0010010747,53%vol 350ml贵州茅台酒（走进·英国）（1×6）,pack07,包装7班,15200,9893,9193,65.09%,是,换产
2025-10-22,中班,4,Wednesday,030207,包装7号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack07,包装7班,35000,35000,3852608,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack01,包装1班,34000,34000,3886608,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack02,包装2班,34000,34000,3920608,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030205,包装5S线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack05,包装5班,55000,55000,3975608,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030205,包装5S线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack11,包装11班,55000,55000,4030608,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030206,包装6号线,MT0010010395,飞天53%vol 500ml贵州茅台酒（出口酒·编号0743）（带杯）（1×12）,pack06,包装6班,35000,35000,315000,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030206,包装6号线,MT0010010395,飞天53%vol 500ml贵州茅台酒（出口酒·编号0743）（带杯）（1×12）,pack13,包装13班,35000,34992,349992,99.98%,否,正常生产
2025-10-23,早班,4,Thursday,030203,包装3号线,MT0050010014,飞天43%vol 500ml贵州茅台酒（带杯）（1×6）,pack17,包装17班,35000,35000,315000,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030207,包装7号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack17,包装17班,35000,35000,4065608,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030208,包装8号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack09,包装9班,28000,28000,4093608,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030208,包装8号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack08,包装8班,28000,28000,4121608,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030209,包装9号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack19,包装19班,28000,28000,4149608,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030209,包装9号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack18,包装18班,28000,28000,4177608,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack16,包装16班,18000,18000,414000,100.00%,否,正常生产
2025-10-23,早班,4,Thursday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack12,包装12班,18000,18000,432000,100.00%,否,正常生产
2025-10-23,中班,4,Thursday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack10,包装10班,34000,34000,4211608,100.00%,否,正常生产
2025-10-23,中班,4,Thursday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack14,包装14班,34000,34000,4245608,100.00%,否,正常生产
2025-10-23,中班,4,Thursday,030203,包装3号线,MT0050010014,飞天43%vol 500ml贵州茅台酒（带杯）（1×6）,pack15,包装15班,35000,35000,350000,100.00%,否,正常生产
2025-10-23,中班,4,Thursday,030207,包装7号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack15,包装15班,35000,35000,4280608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack01,包装1班,34000,34000,4314608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack02,包装2班,34000,34000,4348608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030205,包装5S线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack05,包装5班,55000,55000,4403608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030205,包装5S线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack11,包装11班,55000,55000,4458608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030206,包装6号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack06,包装6班,35000,35000,4493608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030206,包装6号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack13,包装13班,35000,35000,4528608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030203,包装3号线,MT0050010014,飞天43%vol 500ml贵州茅台酒（带杯）（1×6）,pack17,包装17班,35000,35000,385000,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030207,包装7号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack17,包装17班,35000,35000,4563608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030208,包装8号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack09,包装9班,28000,28000,4591608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030208,包装8号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack08,包装8班,28000,28000,4619608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030209,包装9号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack19,包装19班,28000,28000,4647608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030209,包装9号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack18,包装18班,28000,28000,4675608,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack16,包装16班,18000,18000,450000,100.00%,否,正常生产
2025-10-24,早班,4,Friday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack12,包装12班,18000,18000,468000,100.00%,否,正常生产
2025-10-24,中班,4,Friday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack10,包装10班,34000,34000,4709608,100.00%,否,正常生产
2025-10-24,中班,4,Friday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack14,包装14班,34000,34000,4743608,100.00%,否,正常生产
2025-10-24,中班,4,Friday,030203,包装3号线,MT0050010014,飞天43%vol 500ml贵州茅台酒（带杯）（1×6）,pack15,包装15班,35000,35000,420000,100.00%,否,正常生产
2025-10-24,中班,4,Friday,030207,包装7号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack15,包装15班,35000,35000,4778608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack01,包装1班,34000,34000,4812608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack02,包装2班,34000,34000,4846608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030205,包装5S线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack05,包装5班,55000,55000,4901608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030205,包装5S线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack11,包装11班,55000,55000,4956608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030206,包装6号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack06,包装6班,35000,35000,4991608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030206,包装6号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack13,包装13班,35000,35000,5026608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030203,包装3号线,MT0050010014,飞天43%vol 500ml贵州茅台酒（带杯）（1×6）,pack17,包装17班,35000,35000,455000,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030207,包装7号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack17,包装17班,35000,35000,5061608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030208,包装8号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack09,包装9班,28000,28000,5089608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030208,包装8号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack08,包装8班,28000,28000,5117608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030209,包装9号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack19,包装19班,28000,28000,5145608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030209,包装9号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack18,包装18班,28000,28000,5173608,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack16,包装16班,18000,18000,486000,100.00%,否,正常生产
2025-10-27,早班,5,Monday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack12,包装12班,18000,18000,504000,100.00%,否,正常生产
2025-10-27,中班,5,Monday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack10,包装10班,34000,34000,5207608,100.00%,否,正常生产
2025-10-27,中班,5,Monday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack14,包装14班,34000,34000,5241608,100.00%,否,正常生产
2025-10-27,中班,5,Monday,030203,包装3号线,MT0050010014,飞天43%vol 500ml贵州茅台酒（带杯）（1×6）,pack15,包装15班,35000,35000,490000,100.00%,否,正常生产
2025-10-27,中班,5,Monday,030207,包装7号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack15,包装15班,35000,35000,5276608,100.00%,否,正常生产
2025-10-28,早班,5,Tuesday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack01,包装1班,34000,34000,5310608,100.00%,否,正常生产
2025-10-28,早班,5,Tuesday,030201,包装1号线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack02,包装2班,34000,34000,5344608,100.00%,否,正常生产
2025-10-28,早班,5,Tuesday,030205,包装5S线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack05,包装5班,55000,55000,5399608,100.00%,否,正常生产
2025-10-28,早班,5,Tuesday,030205,包装5S线,MT0010010082,飞天53%vol 500ml贵州茅台酒（带杯）（1×6）,pack11,包装11班,55000,55000,5454608,100.00%,否,正常生产
2025-10-28,早班,5,Tuesday,030203,包装3号线,MT0050010014,飞天43%vol 500ml贵州茅台酒（带杯）（1×6）,pack17,包装17班,35000,35000,525000,100.00%,否,正常生产
2025-10-28,早班,5,Tuesday,030208,包装8号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack09,包装9班,18000,18000,522000,100.00%,否,正常生产
2025-10-28,早班,5,Tuesday,030208,包装8号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack08,包装8班,18000,18000,540000,100.00%,否,正常生产
2025-10-28,早班,5,Tuesday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack16,包装16班,18000,18000,558000,100.00%,否,正常生产
2025-10-28,早班,5,Tuesday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack12,包装12班,18000,18000,576000,100.00%,否,正常生产
2025-10-28,中班,5,Tuesday,030203,包装3号线,MT0050010014,飞天43%vol 500ml贵州茅台酒（带杯）（1×6）,pack15,包装15班,35000,34992,559992,99.98%,否,正常生产
2025-10-29,早班,5,Wednesday,030208,包装8号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack09,包装9班,18000,18000,594000,100.00%,否,正常生产
2025-10-29,早班,5,Wednesday,030208,包装8号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack08,包装8班,18000,18000,612000,100.00%,否,正常生产
2025-10-29,早班,5,Wednesday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack16,包装16班,18000,18000,630000,100.00%,否,正常生产
2025-10-29,早班,5,Wednesday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack12,包装12班,18000,18000,648000,100.00%,否,正常生产
2025-10-30,早班,5,Thursday,030208,包装8号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack09,包装9班,18000,18000,666000,100.00%,否,正常生产
2025-10-30,早班,5,Thursday,030208,包装8号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack08,包装8班,18000,18000,684000,100.00%,否,正常生产
2025-10-30,早班,5,Thursday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack16,包装16班,18000,18000,702000,100.00%,否,正常生产
2025-10-30,早班,5,Thursday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack12,包装12班,18000,18000,720000,100.00%,否,正常生产
2025-10-31,早班,5,Friday,030208,包装8号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack09,包装9班,18000,18000,738000,100.00%,否,正常生产
2025-10-31,早班,5,Friday,030208,包装8号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack08,包装8班,18000,18000,756000,100.00%,否,正常生产
2025-10-31,早班,5,Friday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack16,包装16班,18000,18000,774000,100.00%,否,正常生产
2025-10-31,早班,5,Friday,030213,包装13号线,MT0020010004,53%vol 500ml贵州茅台酒（精品）（1×6）,pack12,包装12班,18000,18000,792000,100.00%,否,正常生产
